Name,ID,Published_from,Published_to,Avg_content_length
India to provide $1.4 billion to boost affordable  mid-income housing,reuters,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Procedures Formalized as Trump Impeachment Probe Continues,the-wall-street-journal,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,0.0
Solheim Cup 2019: Format and Scoring System Explained,newsweek,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
What Trudeau's brownface means for Canada,cnn,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
African American Democrats back Biden and Sanders in primary field,cbs-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,0.0
I grew up in the San Francisco Bay Area. Here are 10 things I wish people would understand about it.,business-insider,2019-09-12T00:9-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Google Maps shows sunken car where missing man’s body was found,bbc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Turkey's Erdogan says will discuss Syria with Trump at U.N.,reuters,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Former Wales rugby star Gareth Thomas reveals he is HIV positive,the-irish-times,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Problems in Britain's latest Brexit proposal: EU's Juncker,reuters,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,273.0
Sony releases a Walkman for its 40th anniversary,cnn,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,0.0
Two Fingers Up review: Unapologetic celebration of female friendship and sexuality,the-irish-times,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,273.0
World Suicide Prevention Day 2019: Quotes  Advice on How to Support Someone Who Feels Suicidal,newsweek,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
An ad-tech firm that bills itself as a one-stop shop for Amazon retailers just raised $10 million to cozy up to big agencies,business-insider,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
US woman arrested at Manila airport with baby hidden in bag,abc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Nissan CEO resigns after admitting he was overpaid,cnn,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,0.0
Lawyers for victims of Las Vegas massacre say they’ve reached deal to settle lawsuits that’s expected to pay up to $800M,abc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,119.0
Trump Celebrates 'Great Progress' on Border Wall After Site Visit Despite Having Hundreds of Miles Left to Build,newsweek,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Hurricane Dorian starts to move away from Bahamas,cbs-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
Bank of Canada says economy resilient  gives no clue on rate cuts,reuters,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Winners announced at International Bluegrass Music Awards,abc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,273.0
Astronomers have their best solution yet to the mysterious alien megastructure star,business-insider,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Ashes: Australia's Mitchell Starc bowls England's Jonny Bairstow at Old Trafford,bbc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,0.0
Coulthard appointed British Racing Drivers' Club president,bbc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,273.0
6 Emerging Designers to Watch This Fashion Month,the-new-york-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
After Dorian  disease is next threat on shattered Bahamian island,reuters,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Jimmy Carter celebrates 95th birthday,cbs-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Jim Gaffigan on parents going  back to school ,cbs-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
A man who quit his law job at 49 says if you want to retire early  your income is only part of it,business-insider,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Argentina country risk improves for second day  peso steadies,reuters,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
'Apex Legends' Update 1.18 Adds Voidwalker Event  Armed & Dangerous - Patch Notes,newsweek,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
We Found the Very Worst Commuter Train in America,the-new-york-times,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Iowa Tries to Avoid Treading on New Hampshire in Early 2020 Voting,the-wall-street-journal,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
Sisi government moves to quash further protests,the-irish-times,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,273.0
African heads of state gather for Robert Mugabe funeral,the-irish-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Paddy Ashdown: John Major leads tributes to 'ideals man' at thanksgiving service,bbc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Moment of truth coming for Brexit with time running out  EU and Britain say,reuters,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Meat processors suspend involvement in talks due to blockades,the-irish-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Here's how Trump's trade war is threatening the backbone of the US economy,business-insider,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Huawei CFO's phone passcodes were shared to Canada police in 'error': document,reuters,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
County Championship: Billy Godleman makes century for Derbyshire against Lancashire,bbc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Fire can be risky  deadly drawback of living in mobile homes,abc-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Hong Kong protesters clash on China's Communist Party anniversary,cbs-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
UK's PM Johnson likens himself to The Incredible Hulk,al-jazeera-english,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
October Democratic debate to take place on one night,cnn,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Google has adopted the smartphone formula that made Apple's iPhone so successful in the first place (GOOG  GOOGL  AAPL),business-insider,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Defense expert: Officer justified in shooting of fleeing man,abc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,273.0
UPDATE 1-S.Africa's debt-ridden Cell C worthless  biggest shareholders say,reuters,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
WeWork's Rebekah Neumann insists that all technology she uses is white-colored  and her assistants once had to break apart her phone  spray paint all the pieces  and put it back together for her,business-insider,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Belichick on usage of analytics: 'Less than zero',espn,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Garry Monk: Sheffield Wednesday set to name ex-Birmingham City boss as manager,bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
6 in 10 fear a mass shooting; most think gun laws can help: POLL,abc-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
The Eve Babitz Revival,the-new-york-times,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Subscriber Only: Budget 2020: Five things you need to watch out for,the-irish-times,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,273.0
US boosts Balkan role and calls for historic Serbia-Kosovo pact,the-irish-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
The Dolphins Are Tanking. There’s No Proof It Will Work. - The Wall Street Journal,the-wall-street-journal,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Perilous Journey,cbs-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
Raiders Release Antonio Brown  Ending Weeks of Conflict,the-new-york-times,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,273.0
Trump administration plans to move forward with DNA collection of migrants,cnn,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,0.0
‘Always in Season’ Review: Lynching Is Not Just Part of America’s Past,the-new-york-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Northern Ireland abortion law breaches human rights  high court rules,cnn,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
Britain can leave EU by Oct. 31: U.S. Vice President,reuters,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
Newsletter: Interest-Rate Cuts  Supply Shocks and a Building Boom,the-wall-street-journal,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Global renewables investment to triple this decade: U.N.,reuters,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
US entry ban for Romanian politician imprisoned for graft,abc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
Poem of the week: Murmuration,the-irish-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Amber Guyger awaits sentencing for murder conviction,cbs-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,0.0
NTMA sells €500m of treasury bills in auction,the-irish-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,272.0
Frenchman Nicolas Dupuis signs new deal as Madagascar coach,bbc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Emily Maitlis stalker accused of sending letter,bbc-news,2019-09-06T00:00:00Z,2019-09-0- CNN Video,cnn,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,89.0
How to buy your own country,bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,272.0
NTSB seeks new seat belt requirements for limos after crash,abc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
Cautionary Tales for Insects When Encountering a Reader,the-new-york-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
Q: Am I a bad parent if I let my kid star in unboxing videos on YouTube?,cnn,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Opinion: Crossing Mexican Border Was an ‘Adventure’ Says Paul Theroux,the-wall-street-journal,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,0.0
David Mackereth: Christian doctor loses trans beliefs case,bbc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Huawei just got a big vote of confidence from India,cnn,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
Almost 100 dogs had nowhere to go during Hurricane Dorian. A woman in Nassau took all of them in herself,cnn,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
How One Bahamian Town  With 95 Percent of Homes Destroyed  Grapples with Dorian’s Legacy,the-new-york-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
‘Redistribution’ Review: An Art World Figure Tries to ‘Evacuate Cinema’,the-new-york-times,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,0.0
Cop fired for suggestive messages to rape victim,bbc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
2019/09/14 16:01 GMT,bbc-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,60.0
Harland and Wolff workers get back to work after shipyard saved,al-jazeera-english,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Ahead of debate  Beto O’Rourke returns to Texas doubling down on gun control,abc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
New York attorney general exposes $1 billion in wire transfers by Sackler family,cnn,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Afghanistan war: Dozens of civilians killed in two deadly attacks,bbc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Scientists' Understanding of Anxiety is Radically Evolving—But How Long Will it Take for Treatments to Catch Up?,newsweek,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,275.0
India Plans to Ban E-Cigarettes  as Global Backlash Intensifies,the-new-york-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
White House also involved in advising DNI not to share whistleblower complaint,cnn,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,0.0
After delay  Samsung's $2 000 Galaxy Fold hits stores in the U.S.,abc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
These are the fastest (and slowest) fast food drive-thrus,cnn,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Over 2 500 Companies File for Tariff Exclusions on Chinese Imports,the-wall-street-journal,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,273.0
'Saturday Night Live' adds new cast members,cnn,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,0.0
Factbox: Tunisia's main candidates for presidential elections,reuters,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Cameroon: Opposition leader's trial condemned,al-jazeera-english,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,273.0
California governor signs bill limiting vaccine exemptions,cbs-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
‘It Chapter Two’ Review: Send in the Clown  Again,the-new-york-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Made Man: ‘In Hoffa’s Shadow’ Replays a Famous Disappearance,the-new-york-times,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
The call for a boycott against SoulCycle appears to be working despite the tactic's unpredictable record,business-insider,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Rudy Giuliani Says He Will Bring 'Jaw Suit' Against Congress: 'Trump v The Swamp' - Newsweek,newsweek,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Brexit: Varadkar and Johnson to discuss North only backstop at Dublin meeting,the-irish-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
SCHIFF: 'We're not fooling around'...,abc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
Disadvantaged communities ‘want change  not charity’,the-irish-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
EU agriculture chief nominee warns of loss of more farms,abc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,273.0
Isle of May breeding success gives hope for rare bird species,bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Netanyahu announces post-election plan to annex part of occupied West Bank,reuters,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,273.0
Chinese foreign minister: Unilateralism  protectionism  are posing major threats to the international order. ,abc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,109.0
Jio Fiber: Free TVs with India's latest broadband service,bbc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Good News if You’re Addicted to Texting,the-new-york-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Italy’s Government Passes Another Test  Keeping Far Right at Bay,the-new-york-times,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
U.S. and China Agree to Resume Trade Talks  Sending Markets Higher,the-new-york-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Banks urged to monitor political figures for money laundering,the-irish-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Brexit: 200 000 people register to vote in 72 hours,bbc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
How to teach your kids to love reading,cbs-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
Med crude-Urals differentials ease further in Baltic,reuters,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Trump signs his border wall,reuters,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Is the Ethiopian justice system on the right path of reform?,al-jazeera-english,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Just $59.99  this hair dryer aims to give you a faster  healthier blowout,cnn,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
If They Send Me Back  I Will Die,the-new-york-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Prince Harry to visit Diana's Angola landmine project,reuters,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Tunisian electoral commission wants jailed candidate to talk,abc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
Daniil Medvedev Rides a Wave of Hostility at the U.S. Open,the-new-york-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Long-term mortgage rates dip; 30-year at 3-year low of 3.49%,abc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Refinancing your student loans with CommonBond can get you ultra-low interest rates and 24 months of forbearance if you need it,business-insider,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
If you have an Amex card  you could be eligible to earn $30 back on a Cole Haan purchase. Here's how.,business-insider,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Email signature ruling 'cost seller £25 000',bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
From competition to collaboration: How PayPal turned challengers like Visa and Mastercard into partners and started sharing data to drive even more business,business-insider,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
'Air strikes' hit Iran-backed forces in east Syria,bbc-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Volkswagen has reportedly reached a big milestone in battery costs that would heat up its competition with Tesla,business-insider,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Goose smashes through Nottingham taxi window,bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,273.0
The Perfect Family,cbs-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
Halsey And More Celebrities Who Opened Up About Living With Bipolar Disorder,newsweek,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
UPDATE 1-Wells Fargo sees bigger-than-expected drop in 2019 net interest income,reuters,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,273.0
Trump reportedly suggested shooting migrants in the legs to slow them down,cbs-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,0.0
Frankfurt motor show: Honda E finally makes it into product6T00:00:00Z,274.0
Advert complaints against Toyota  Tesco  Lidl upheld,the-irish-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Eye Opener: The Trump administration moves to ban most flavored e-cigarettes,cbs-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,0.0
Horse Racing’s Tough Year Keeps Getting Tougher,the-new-york-times,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Breitbart Trends After Donald Trump Tweets Poll With Almost 98% Support - Newsweek,newsweek,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
US construction spending up slight 0.1% in August,abc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,273.0
The Second City Claims First in Architecture,the-new-york-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Is this the final Brexit straw? Lyons Tea may disappear with no deal,the-irish-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Hundreds of Burundian refugees return home from Tanzania,al-jazeera-english,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Under AI’s Watchful Eye  China Wants to Raise Smarter Students,the-wall-street-journal,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,0.0
Microsoft bets on foldable  not bendable  devices,bbc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Report: No criminal action in Georgia jail dehydration death,abc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,273.0
John Bolton's firing shows (again) that Donald Trump has zero plan,cnn,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Black History Month: Butetown's vibrant community with deep roots,bbc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
EU to give Colombia 30 million euros in aid for Venezuelan migrants,reuters,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Exchequer boost for Government ahead of budget,the-irish-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Justice Dept. Opens Antitrust Inquiry Into Automakers’ Emissions Pact With California,the-new-york-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Yemen's Houthis claim drone attacks on Saudi Aramco plants - Masirah TV,reuters,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Coventry sex trafficker kept pregnant woman locked in room,bbc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Jo Swinson: Serious talks on Lib Dem-Plaid election pact,bbc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Rohingya refugees continue to risk lives to seek safety: UNHCR,al-jazeera-english,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Mainstay Medical reaches next stage of US approval process,the-irish-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,273.0
Playing by new rules -- and winning -- in the corporate world,cbs-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,0.0
Asian stocks up slightly as investors await central bank moves,cnn,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,0.0
Auto workers vow to strike at midnight if GM holds firm,cbs-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Antonio Brown posts wild video with a recorded call from Jon Gruden asking ‘Do you want to be a raider or not?’,business-insider,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
DOJ rejects Andrew McCabe's appeal to avoid prosecution,cnn,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,273.0
Johnson dismisses criticism of leaked Brexit proposals,the-irish-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Strong typhoon disrupts transport  cuts power near Tokyo,al-jazeera-english,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Former inmate tours Ethiopian torture centre after it opens to the public,reuters,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Review: ‘Transparent’ and Its Unsettling Technicolor Dream Theater,the-new-york-times,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Warren has her own plan for everything - except this,abc-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Accused Scott Pearson 'thought he reversed over security guard with van',bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,275.0
Egypt arrests 16 suspected Muslim Brotherhood members,abc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,273.0
Huawei’s ‘Hail Mary’ bid sees US ban go to court,the-irish-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
China to buy U.S. goods to sweeten trade deal: SCMP,reuters,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,273.0
West African leaders meet to counter extremism in the region,abc-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
5 eyebrow-raising money lessons I learned from 'I Will Teach You to Be Rich ' one of my favorite personal finance books,business-insider,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Goldman Sachs stands to lose $260 million from 4 flailing stock investments,business-insider,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Aerial view shows devastation in the Bahamas:  Everything. Gone ,cbs-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
One person killed as powerful typhoon slams into South Korea,al-jazeera-english,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Who Is Jo Johnson? Boris Johnson's Brother Quits U.K. Government Amid Brexit Chaos—'Torn Between Family Loyalty and the National Interest',newsweek,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
3 SEAL Team 7 leaders fired for team's alleged misconduct,abc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Artist Kehinde Wiley on what we can do with offensive art,abc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
Wrightbus: NI businessman Darren Donnelly confirms bid,bbc-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Trump administration emboldened on immigration agenda in wake of Supreme Court ruling,cnn,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Mississippi man says he still struggles after clergy abuse,abc-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
A Brooklyn Burger That Conjures Old New York,the-new-york-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Johnson’s father apologises for ‘Irish will shoot each other’ comment,the-irish-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
4th person sentenced in plot to bomb NY Muslim community,abc-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
Grenfell Tower: Man jailed for £75 000 handouts fraud,bbc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
'Joker' director says he stopped making comedies like 'The Hangover' because of 'this woke culture',business-insider,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Male Honey Bees Temporarily Blind Queens With Their Semen so They Can't Mate Again,newsweek,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
A fitness influencer will serve nearly 5 years in jail for using 369 Instagram accounts to harass bodybuilding colleagues and allegedly faking her daughter's kidnapping,business-insider,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
After a Miscarriage  Grief  Anger  Envy  Relief and Guilt,the-new-york-times,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Tullow founder Aidan Heavey secures $1bn for new oil and gas venture,the-irish-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
WATCH: Hurricane Dorian makes landfall in North Carolina,abc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Subscriber Only: Sizzle and strife: Who gets the best cut when it comes to beef?,the-irish-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
Report: Recalled California judge fired from coaching job,abc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Royal Shakespeare Company cuts ties with BP after school students threaten boycott,cnn,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Avlon: Don't listen to what Trump says  look at what he does,cnn,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,89.0
Indiana trooper saves boy  5  choking in family minivan,abc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,273.0
UPDATE 1-Brazil prosecutors probe Banco BTG Pactual over rate-decision leaks,reuters,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
British band Keane is making a comeback  much to their own surprise,cbs-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Georgina Campbell Awards: Ireland’s restaurant of the year revealed,the-irish-times,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Unpredictable Hurricane Dorian Regains Strength as Category 3,the-wall-street-journal,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
Aaron Persky: Brock Turner judge fired from coaching girls,bbc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Sarah Sanders Complains in Fox News Debut 'Women Attack Me Relentlessly' Though She's First Mom to Be Press Secretary,newsweek,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
EPA  DOT say California actions on auto emissions appear to be 'unlawful',reuters,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
Sea view luxury in Sligo or a Burren-inspired afternoon tea?,the-irish-times,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
They Risked All for America. Don’t Betray Them.,the-new-york-times,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
14 women sue Lyft over alleged sexual assaults by drivers,cbs-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
'Pokémon Go' Community Day: Start Time  Shiny Turtwig and Everything You Need to Know,newsweek,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
‘Satanic Panic’ Review: A Pizza Party for the Prince of Darkness,the-new-york-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
MPs call for pavement parking ban across England,bbc-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
